table_name,row_count,column_count,metadata,word_count
gdp_india_fy_estimates_view,14,6,"The `gdp_india_fy_estimates_view` table provides a comprehensive, annualized view of India’s Gross Domestic Product (GDP) estimates at the national level. Its primary purpose is to present key macroeconomic indicators that track the size and growth of the Indian economy over time, enabling policymakers, researchers, and analysts to assess economic performance, identify trends, and make informed decisions. The table captures GDP values and growth rates in both constant and current prices, offering insights into real economic growth (adjusted for inflation) and nominal growth (unadjusted for inflation).

**Entities and Data Items:**

- **Year:** Each record corresponds to a specific financial year (e.g., '2011-12', '2023-24'), providing a chronological sequence of India’s economic performance.
- **Value in Crore (Constant Prices):** This column (`value_in_cr_const`) reports the GDP in crore rupees at constant prices, typically using a base year (e.g., 2011-12) to adjust for inflation. This allows for the analysis of real economic growth by removing the effects of price changes.
- **Growth Rate (Constant Prices):** The `growth_rate_const` column expresses the year-on-year percentage change in GDP at constant prices, indicating the real growth rate of the economy. For example, a value of 9.7% in 2021-22 reflects robust real growth, while -5.8% in 2020-21 highlights a contraction, such as that experienced during the COVID-19 pandemic.
- **Value in Crore (Current Prices):** The `value_in_cr_current` column provides the GDP in crore rupees at current market prices, reflecting the actual monetary value of goods and services produced, including the effects of inflation.
- **Growth Rate (Current Prices):** The `growth_rate_current` column shows the annual percentage change in GDP at current prices, capturing both real growth and inflationary effects.

**Time and Geographical Granularity:**

- **Time Granularity:** The data is reported on a yearly basis, with each row representing a single financial year. This enables long-term trend analysis and year-over-year comparisons.
- **Geographical Granularity:** The data is aggregated at the national level, representing the entire Indian economy. There is no breakdown by state, region, or sector in this table.

**Sample Queries:**

1. *What was India’s real GDP growth rate during the COVID-19 pandemic year (2020-21)?*
   ```sql
   SELECT growth_rate_const FROM gdp_india_fy_estimates_view WHERE year = '2020-21';
   ```

2. *How has India’s nominal GDP (current prices) evolved over the last five years?*
   ```sql
   SELECT year, value_in_cr_current FROM gdp_india_fy_estimates_view ORDER BY year DESC LIMIT 5;
   ```

In summary, this table is a vital resource for tracking India’s overall economic output and growth, providing both inflation-adjusted (real) and nominal perspectives at an annual, national scale. Synonyms for the data include GDP estimates, national income, and economic output.",418
aadhaar_biometric_monthly_data,109743,6,"The `aadhaar_biometric_monthly_data` table provides granular, district-level statistics on Aadhaar biometric authentication activities across India. Its primary purpose is to capture and report the volume of biometric authentications performed for two distinct age groups—children and adolescents (ages 5–17) and adults (ages 17 and above)—at the level of individual districts, further specified by pincode, state, and date. This data is crucial for monitoring the reach, usage, and demographic distribution of Aadhaar biometric services, supporting policy analysis, resource allocation, and operational planning for government and related agencies.

**Entities and Categories:**

- **Geographical Entities:**  
  The table covers a wide array of Indian states and union territories, such as Gujarat, Uttar Pradesh, Delhi, Telangana, Maharashtra, Kerala, Punjab, Tamil Nadu, Andhra Pradesh, Karnataka, Lakshadweep, Odisha, West Bengal, Himachal Pradesh, Uttarakhand, Jammu and Kashmir, Goa, Madhya Pradesh, Chhattisgarh, Sikkim, and Jharkhand.  
  Within each state, data is further broken down by district, providing highly localized insights. Examples include Arvalli (Gujarat), Agra (Uttar Pradesh), South West Delhi (Delhi), Nashik (Maharashtra), Kottayam (Kerala), Moga (Punjab), Salem (Tamil Nadu), Adilabad (Andhra Pradesh), Dakshina Kannada (Karnataka), Puri (Odisha), Bhavnagar (Gujarat), Kanniyakumari (Tamil Nadu), Purulia (West Bengal), and many more.  
  Each record also includes a specific pincode, enabling even finer spatial analysis within districts.

- **Demographic Categories:**  
  The table distinguishes between two age-based groups for biometric authentication counts:
  - `bio_age_5_17`: Number of biometric authentications for individuals aged 5 to 17 years (children and adolescents).
  - `bio_age_17_plus`: Number of biometric authentications for individuals aged 17 years and above (adults and seniors).
  These categories allow for age-segmented analysis of Aadhaar usage patterns.

- **Temporal Entity:**  
  Each record is associated with a specific date, allowing for time-series analysis, though the precise time granularity (daily, monthly, etc.) is not explicitly defined.

**Time Granularity:**  
Unknown (date field present, but periodicity not specified).

**Geographical Granularity:**  
District-level, with additional detail at the pincode level within each district and state.

**Sample Queries:**

1. *Which districts in Maharashtra had the highest number of Aadhaar biometric authentications for children (age 5–17) during January 2025?*
2. *What is the total number of adult (age 17+) biometric authentications performed in the district of Agra, Uttar Pradesh, over a given week?*

This table is a valuable resource for understanding the distribution and frequency of Aadhaar biometric authentications across India’s diverse regions and age groups.",378
aadhaar_demographic_monthly_data,20911,6,"The `aadhaar_demographic_monthly_data` table provides granular demographic statistics related to Aadhaar enrollments and updates across India, with a focus on age-based segmentation at the district and pincode level. The primary purpose of this table is to facilitate detailed analysis of Aadhaar activity—such as new enrollments or demographic updates—by age group, region, and time, supporting government planning, policy evaluation, and research into digital identity adoption.

**Data Contents and Purpose:**  
Each record in the table represents the count of Aadhaar-related demographic events for two distinct age groups—children and adolescents (ages 5–17, captured in `demo_age_5_17`) and adults (ages 17 and above, in `demo_age_17_plus`)—for a specific pincode within a district and state, on a particular date. This enables tracking of Aadhaar penetration and update activity among school-age children, youth, and adults, which is critical for understanding coverage gaps, planning outreach, and monitoring compliance with government mandates (such as linking Aadhaar to welfare schemes or educational programs).

**Entities and Examples:**  
The table covers a wide array of Indian states and union territories, including but not limited to Madhya Pradesh, Tamil Nadu, Kerala, West Bengal, Gujarat, Assam, Chhattisgarh, Andhra Pradesh, Karnataka, Uttar Pradesh, Jharkhand, Jammu and Kashmir, Rajasthan, Telangana, Odisha, Haryana, Bihar, Delhi, and Uttarakhand. Within these states, the data is further broken down by district (e.g., Betul, Coimbatore, Kollam, South 24 Parganas, Ahmedabad, Hojai, Raigarh, Kurnool, Rajgarh, Uttara Kannada, Bhadohi, Shajapur, Hazaribagh, Kasaragod, Shahdara, Rajouri, Ajmer, Jhansi, Karimnagar, Simdega, Cooch Behar, Dakshina Kannada, Kendrapara, Gurgaon, Kheda, Krishna, Rohtas, Medchal-malkajgiri, Srikakulam, South Salmara Mankachar, Malappuram, Valsad, Kamrup Metro, Purnia, West Godavari, Sibsagar, Patna, Bellary, Nainital, Aurangabad, Sikar, Perambalur, Vadodara, Nandyal, Balrampur, Dhenkanal, and more). Each district is further specified by pincode, allowing for highly localized analysis.

**Time Granularity:**  
The table includes a `date` field, but the exact time granularity is unknown (could be daily, monthly, or another interval). However, the presence of specific dates allows for temporal trend analysis.

**Geographical Granularity:**  
The data is highly granular, reported at the district and pincode level within each state, enabling micro-level geographic analysis.

**Sample Queries:**  
1. *Which districts in West Bengal had the highest number of Aadhaar updates for the 5–17 age group in January 2025?*  
2. *How does Aadhaar enrollment activity for adults (17+) compare between urban districts like Gurgaon (Haryana) and rural districts like Simdega (Jharkhand) over a given period?*

This table is a valuable resource for demographic, geographic, and temporal analysis of Aadhaar adoption and update patterns across India.",402
cghs_approved_hospital_data,2601,3,"The **cghs_approved_hospital_data** table provides a comprehensive listing of healthcare facilities approved under the Central Government Health Scheme (CGHS) across various Indian cities. Its primary purpose is to serve as a reference database for beneficiaries, administrators, and policymakers seeking information on the network of CGHS-empanelled hospitals, diagnostic centers, specialty clinics, and healthcare providers. The table is designed to facilitate the identification and location of approved medical service providers, supporting efficient access to healthcare services for eligible individuals.

**Entities and Categories:**
The table captures three key data entities:
- **diagnostic_centre_name**: The official name of the healthcare facility. This includes a wide variety of provider types such as:
  - **Multi-specialty hospitals** (e.g., Apollo Hospital, Fortis Hospitals Ltd., Sanjeevani Super Speciality Hospital Pvt. Ltd.)
  - **Specialty hospitals** (e.g., Rotary Ambala Cancer, Un Mehta Institute Of Cardiology & Research Centre, Navodaya Cancer Hospital & Research Center)
  - **Eye hospitals and clinics** (e.g., The Eye Clinic, Sardana Eye Institute, Bharti Eye Hospital, Shantilal Shanghvi Eye Institute, Prakash Netralaya And Retina Foundation)
  - **Dental hospitals and clinics** (e.g., Kabre Orthopaedic Spine & Dental Centre, Bibhuti Bhusan Dental Hospital, Agrawal Dental Care Centre)
  - **Diagnostic and pathology centers** (e.g., Dr. Lal Pathlabs Pvt. Ltd., Kangla Diagnostic Centre, Suraksha Diagnostic Pvt Ltd, Metroscan Advanced Diagnostic Centre)
  - **Heart and cardiology centers** (e.g., Crescent Hospital & Heart Centre, Infinity Heart Institute)
  - **ENT and specialty research institutes** (e.g., K.K.R. Ent Hospital And Research Institute)
  - **Mother and child care centers** (e.g., Punarjyoti Eye & Mother Care Center)
- **diagnostic_centre_address**: The full postal address, often including landmarks, contact numbers, and email addresses, enabling precise location and communication with the facility.
- **city_name**: The city in which the facility is located, providing city-level geographical granularity. Cities represented include major metros and regional hubs such as Delhi, Mumbai, Pune, Ahmedabad, Kolkata, Nagpur, Bhopal, Bhubaneswar, Chennai, Patna, Meerut, Jabalpur, Kanpur, Siliguri, and others.

**Time Granularity:**  
There is no time granularity in this table; the data is static and does not include temporal fields such as approval or update dates.

**Geographical Granularity:**  
The data is organized at the **city level**, allowing users to filter and search for CGHS-approved facilities within specific urban areas.

**Sample Queries:**
1. *Which CGHS-approved hospitals and diagnostic centers are available in Pune?*  
   `SELECT diagnostic_centre_name, diagnostic_centre_address FROM cghs_approved_hospital_data WHERE city_name = 'Pune';`

2. *List all eye hospitals and clinics approved by CGHS in Ahmedabad.*  
   `SELECT diagnostic_centre_name, diagnostic_centre_address FROM cghs_approved_hospital_data WHERE city_name = 'Ahmedabad' AND diagnostic_centre_name ILIKE '%eye%';`

This table is an essential resource for mapping the CGHS healthcare network, supporting both operational needs and beneficiary inquiries.",424
ores_minerals_exports_yearly,141,14,"The `ores_minerals_exports_yearly` table provides a comprehensive record of India’s annual exports of ores and minerals, capturing both the physical quantities and monetary values of a wide array of mineral commodities over multiple fiscal years. The primary purpose of this table is to facilitate analysis of export trends, market performance, and the economic significance of various mineral resources at the national level. The data is structured to allow year-on-year comparisons, supporting policy analysis, trade research, and sectoral reporting for the mining and minerals industry.

The table encompasses a diverse range of mineral commodities, including both raw and processed forms, as well as natural stones and industrial minerals. Key entities include:

- **Ores**: Examples are Iron Ore (with subcategories such as “Iron Ore: Lumps”), Manganese Ore (further divided by manganese content, e.g., “Manganese Ore (46% Or More Mn)” and “Manganese Ore (35% Or More But Below 46% Mn)”), Chrome Ore (with “Chrome Ore Lumps” and “Chrome Ore Conc.”), Zinc Ores & Concentrates, Nickel Ores & Conc., Tungsten Ores & Conc., Antimony Ores & Conc., and Niobium or Tantalum Ores & Conc.
- **Industrial Minerals**: Includes Barytes, Bentonite, Ball Clay, Fire Clay, Steatite Lumps, Wollastonite, Felspar (both “Felspar (Uncut)” and “Felspar (Natural)”), Magnesite (Calcined), Borax, Sodium Borate, and Rock Phosphate.
- **Stones and Building Materials**: Granite (e.g., “Granite (Cut Blocks/Slabes)”), Sandstone, Slate (both “Slate (Others)” and “Slate (Worked)”), Limestone, Chalk, and “Building And Monumental Stones Nes” (not elsewhere specified).
- **Precious and Semi-Precious Stones**: Diamond (including “Diamond (Mostly Cut)”), Emerald (cut and uncut), and Garnet (cut).
- **Mica and Related Products**: Mica (with subcategories such as “Mica (Blocks)”, “Mica (Powder)”, “Mica (Unmanufactured): Total”, “Mica Worked (Others)”, “Micanite & Other Built-Up Mica”, and “Mica (Cond. Films, Plates, Cuts Nes)”).
- **Other Minerals**: Asbestos (including “Asbestos (Chrysotile)” and “Asbestos: Total”), Natural Gas, Coke, Silica Sand, Ochre, and Abrasive (Natural).

Each record specifies the commodity, measurement unit (e.g., tonne, thousand tonne, carat, thousand carat), and export data for three fiscal years (2015-16, 2016-17, 2017-18), including both quantity and value. Notes fields provide clarifications such as “Nil”, “Negligible”, or “Quantity not Additive” for special cases.

**Time granularity** is annual (fiscal year), and **geographical granularity** is national, representing India’s total exports.

**Sample queries:**
1. What was the total export value of Bauxite and Alumina from India in 2017-18?
2. How did the quantity and value of Mica (Powder) exports change from 2015-16 to 2017-18?",396
asi_state_principal_characteristics,290304,13,"The `asi_state_principal_characteristics` table provides comprehensive annual data on the principal characteristics of registered manufacturing and industrial activity across Indian states and union territories. Its primary purpose is to capture and report key economic, employment, and production indicators for a wide array of industrial sectors, as classified by the National Industrial Classification (NIC) system. This table is a crucial resource for policymakers, researchers, and analysts seeking to understand the structure, performance, and trends of India’s industrial sector at the state level.

**Entities and Data Coverage:**

The table organizes data by year (e.g., '2022-23', '2021-22'), state (e.g., Gujarat, Maharashtra, Tamil Nadu, Odisha, Assam, Delhi, Dadra & Nagar Havelli and Daman & Diu), and sector (primarily 'Combined', representing all ownership types). Each record is further classified by NIC code and description, which detail the specific industry or manufacturing activity. The NIC classification is provided at both 2-digit (broad industry group) and 3-digit (detailed sub-industry) levels, enabling granular analysis.

**Industry and Commodity Examples:**
- **Metals:** Manufacture of Basic Iron and Steel, Basic Precious and Other Non-ferrous Metals, Structural Metal Products, Tanks, Reservoirs, and Steam Generators.
- **Machinery & Equipment:** Manufacture of Machinery and Equipment N.e.c., Electrical Equipment, Communication Equipment, Measuring and Testing Equipment, Railway Locomotives and Rolling Stock.
- **Chemicals & Pharmaceuticals:** Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products, Rubber and Plastics Products, Tobacco Products.
- **Consumer Goods:** Manufacture of Wearing Apparel, Furniture, Prepared Animal Feeds, Leather and Related Products, Luggage, Handbags, Saddlery.
- **Other Sectors:** Printing and Service Activities Related to Printing, Sawmilling and Planing of Wood, Waste Treatment and Disposal, Computer, Electronic and Optical Products, Vegetable and Animal Oils and Fats.

**Indicators and Measures:**
The table tracks a diverse set of indicators (synonyms: metrics, measures, variables), such as:
- Employment: Total Mandays Employed, Total Number of Workers, No. of Employees Other Than Workers (including Supervisory and Managerial staff), Unpaid family members.
- Financials: Wages and Salaries (including Employer’s Contribution and Bonus), Interest Paid/Received, Rent Received for Fixed Assets, Depreciation, Gross Value Added, Gross Value of Addition to Fixed Capital, Gross Capital Formation.
- Production and Consumption: Total Output, Materials Consumed, Fuels Consumed, Value of Electricity Purchased and Consumed, Quantity of Coal Consumed, Addition in Stock of Materials/Fuels/Semi-Finished/Finished Goods.

**Time and Geographical Granularity:**
- **Time:** Data is reported on a yearly basis, allowing for year-on-year comparisons and trend analysis.
- **Geography:** Data is disaggregated at the state and union territory level, with an 'All India' aggregate available for national-level insights.

**Sample Queries:**
1. *What was the total number of workers employed in the manufacture of electrical equipment in Gujarat in 2022-23?*
2. *How did the gross value added by the leather and related products industry in Delhi change between 2021-22 and 2022-23?*

This table thus serves as a foundational dataset for analyzing the industrial landscape of India at a detailed, state-wise, and annual level.",472
port_dwell_time_month,1047,8,"The **port_dwell_time_month** table provides a comprehensive record of monthly average dwell times at major Indian ports, serving as a critical resource for analyzing port efficiency and logistics performance across the country. The primary purpose of this table is to track and compare the time cargo spends at various ports—referred to as “dwell time”—for both import and export operations. Dwell time, measured in hours, is a key indicator of port operational efficiency, supply chain bottlenecks, and overall trade facilitation.

**Entities and Structure:**  
The table captures data at the intersection of several key entities:

- **Ports:** The dataset includes a wide range of major Indian ports and port groups, such as JNPT (Jawaharlal Nehru Port Trust), KANDLA, COCHIN, CHENNAI, VIZAG (Visakhapatnam), NMPT (New Mangalore Port Trust), TUTICORIN, HAZIRA, KATTUPALLI, KRISHNAPATNAM, APSEZ (Adani Ports and Special Economic Zone), and KOLKATA. In addition to individual ports, the table also aggregates data at the regional level, with entries like WESTERN REGION AVG., EASTERN REGION AVG., and SOUTHERN REGION AVG., providing average dwell times for all ports within those regions.

- **Category:** The table distinguishes between two primary cargo flow categories: **Import** and **Export**. These categories allow users to analyze dwell time differences between inbound and outbound cargo, supporting logistics planning and policy analysis.

- **Time:** The data is organized at a **monthly** granularity, with each record specifying the month (e.g., JANUARY, MARCH, AUGUST) and year (e.g., 2020, 2021, 2022). This enables detailed trend analysis and seasonal comparisons over multiple years.

- **Dwell Time:** The core metric, **dwell_time**, is recorded as a double-precision value, representing the average number of hours cargo remains at the port before clearance or shipment.

**Geographical Granularity:**  
The table covers the **national** landscape of Indian ports, with data available for individual ports as well as regional aggregates (Western, Eastern, Southern regions). This allows for both micro-level (port-specific) and macro-level (regional/national) analysis.

**Sample Queries:**
1. *What was the average import dwell time at JNPT in 2022, and how did it compare to the Western Region average?*  
   This query helps benchmark a specific port’s performance against its regional peers.

2. *How have export dwell times at Chennai port changed month-by-month from 2020 to 2022?*  
   This supports time-series analysis to identify improvements or deteriorations in port efficiency.

In summary, the **port_dwell_time_month** table is an essential dataset for stakeholders in shipping, logistics, trade policy, and infrastructure planning, offering granular, time-series insights into the operational performance of India’s key maritime gateways.",404
vehicle_registrations_state,35,7,"The `vehicle_registrations_state` table provides a comprehensive record of annual vehicle registrations across all states and union territories in India over a five-year period, from 2021 to 2025. The primary purpose of this table is to enable analysis and comparison of vehicle registration trends at the state level, supporting research, policy-making, and business intelligence in the automotive and transportation sectors. The data is structured to facilitate year-on-year comparisons, growth analysis, and regional benchmarking of vehicle registration activity.

**Entities and Data Structure:**  
The core entity in this table is the Indian state or union territory, represented in the `state` column. The table covers a diverse range of regions, including large states such as Maharashtra, Uttar Pradesh, Tamil Nadu, Gujarat, Rajasthan, and Karnataka, as well as smaller states and union territories like Sikkim, Goa, Chandigarh, Ladakh, Lakshadweep, Andaman & Nicobar Islands, and Puducherry. Each row corresponds to a specific state or union territory, providing a granular view of vehicle registration activity across the country.

For each state or union territory, the table records the number of vehicles registered in each of the years 2021, 2022, 2023, 2024, and 2025. These columns (`year_2021` through `year_2025`) capture the annual registration counts, allowing for detailed temporal analysis. The `total` column aggregates the total number of vehicles registered over the five-year period for each region, offering a quick reference for cumulative activity.

The data encompasses all types of motor vehicles registered within each state or union territory, including but not limited to passenger cars, two-wheelers, commercial vehicles, and other road transport vehicles. While the table does not break down registrations by vehicle type, it provides a holistic view of overall vehicle registration volumes, which can be used as a proxy for economic activity, urbanization, and infrastructure development in each region.

**Time and Geographical Granularity:**  
- **Time granularity:** Yearly, with data available for each calendar year from 2021 to 2025.
- **Geographical granularity:** State and union territory level, covering all major and minor administrative regions in India.

**Sample Queries:**  
1. *Which state had the highest number of vehicle registrations in 2024?*  
   `SELECT state, year_2024 FROM vehicle_registrations_state ORDER BY year_2024 DESC LIMIT 1;`

2. *What is the total number of vehicles registered in the southern states (e.g., Karnataka, Kerala, Tamil Nadu, Andhra Pradesh, Telangana) from 2021 to 2025?*  
   `SELECT SUM(total) FROM vehicle_registrations_state WHERE state IN ('KARNATAKA', 'KERALA', 'TAMIL NADU', 'ANDHRA PRADESH', 'TELANGANA');`

This table is a valuable resource for understanding regional and temporal patterns in vehicle registrations across India.",410
cumulative_capacity_state_month,304,16,"The `cumulative_capacity_state_month` table provides a comprehensive, state-level, monthly snapshot of the installed capacity (in megawatts, MW) for various renewable energy sources across India. Its primary purpose is to track the cumulative progress and distribution of renewable energy infrastructure by state and month, supporting energy policy analysis, planning, and reporting for stakeholders such as government agencies, researchers, and industry participants.

**Data Entities and Structure:**  
Each record in the table represents the cumulative installed capacity for a specific Indian state or union territory (e.g., Tamil Nadu, Karnataka, Assam, Kerala, Punjab, Puducherry, Andaman & Nicobar Islands, Telangana, Jharkhand, Delhi, Jammu and Kashmir, Uttarakhand, Sikkim, Mizoram, Manipur, Arunachal Pradesh, Chhattisgarh, Odisha, Uttar Pradesh, Himachal Pradesh, Dadar & Nagar Haveli/Daman & Diu, Chandigarh, Bihar, Meghalaya, and an aggregate “All State” entry) for a given month and year.

The table captures a wide range of renewable energy categories and subcategories, reflecting the diversity of India’s clean energy sector:

- **Wind Power:** Total installed wind energy capacity.
- **Small Hydro Power:** Capacity from small-scale hydroelectric projects.
- **Bio Power:** General biomass-based power generation.
- **Bagasse Bio Power:** Power generated specifically from bagasse, a byproduct of sugarcane processing.
- **Non-Bagasse Waste to Energy:** Capacity from waste-to-energy projects excluding bagasse.
- **Waste to Energy (Off-grid):** Off-grid waste-to-energy installations.
- **Solar Power (Ground-mounted):** Large-scale, ground-mounted solar photovoltaic (PV) installations.
- **Rooftop Solar:** Distributed solar PV systems installed on rooftops.
- **Hybrid Solar:** Solar installations integrated with other renewable sources (e.g., wind-solar hybrids).
- **Off-grid Solar (Composite):** Standalone, off-grid solar systems, often for rural or remote applications.
- **Total:** The sum of all renewable energy capacities for the state and month.

These categories cover the major renewable energy sectors (synonyms: clean energy, green power, sustainable energy) and sub-sectors, including both grid-connected and off-grid solutions, and distinguish between different biomass and solar technologies.

**Time and Geographical Granularity:**  
- **Time granularity:** Monthly (e.g., January, February, March, etc., for the year 2025).
- **Geographical granularity:** State and union territory level, with an “All State” aggregate for national totals.

**Sample Queries:**
1. *Which state had the highest cumulative rooftop solar capacity in June 2025?*  
   ```sql
   SELECT state, roof_top FROM cumulative_capacity_state_month
   WHERE month = 'June' AND year = 2025
   ORDER BY roof_top DESC LIMIT 1;
   ```
2. *How has the total installed wind power capacity in Tamil Nadu changed from January to July 2025?*  
   ```sql
   SELECT month, wind_power FROM cumulative_capacity_state_month
   WHERE state = 'Tamil Nadu' AND year = 2025
   ORDER BY month;
   ```

This table is essential for monitoring renewable energy growth, identifying regional trends, and supporting data-driven decision-making in India’s energy transition.",427
watersheds_in_india,846,6,"The **watersheds_in_india** table provides a comprehensive, structured dataset on the characteristics and infrastructure of river watersheds across India, with a focus on annual (yearly) reporting at the national level. The primary purpose of this table is to facilitate analysis and monitoring of watershed features, water resource infrastructure, and hydrological sub-divisions within major Indian river basins. This data is crucial for water resource management, planning, and policy-making, supporting stakeholders such as government agencies, researchers, and environmental planners.

### Data Entities and Structure

The table captures a diverse range of entities related to Indian watersheds, organized by year. The main entities include:

- **Indicators and Sub-Indicators:** The core indicator is ""Water Sheds in India,"" with sub-indicators detailing specific aspects such as:
  - **Size Range of Watershed (Sq. km):** Provides the range of watershed sizes within sub-basins (e.g., ""Ganga- 2525 km,"" ""Indus - 1114 (2280 km,"" ""Godavari/ 1465 km"").
  - **Area (Sq. Km):** Reports the total area of sub-basins (e.g., ""Tapi Middle,"" ""Upper Indus,"" ""Yamuna Lower"").
  - **No. of Watersheds:** Counts the number of distinct watersheds in sub-basins (e.g., ""Mahanadi Upper,"" ""Mahi Upper"").
  - **Infrastructure Elements:** Includes counts of water management structures such as:
    - **Dams** (e.g., ""Ganga- 2525 km"" at ""Banas"" with 81 dams, ""Pennar Lower"" with 27 dams)
    - **Weirs** (e.g., ""Narmada Upper,"" ""Tapi Lower,"" ""Subernarekha"")
    - **Anicuts** (e.g., ""Mahi Upper,"" ""Brahmani,"" ""Saraswati"")
    - **Barrages** (e.g., ""Chambal Lower,"" ""Kosi,"" ""Indravati"")
    - **Lifts** (e.g., ""Krishna Middle,"" ""Yamuna Upper,"" ""Jhelum"")
    - **Power Houses** (e.g., ""Godavari Upper,"" ""Damodar,"" ""Luni Lower"")
- **River Length:** Each record is associated with a river or river segment, specifying its length (e.g., ""Ganga- 2525 km,"" ""Krishna- 1401 km,"" ""Mahanadi-851km"").
- **Sub-Basin:** Further granularity is provided by sub-basin names or river stretches (e.g., ""Upstream of Gomti confluence to Muzaffarnagar,"" ""Ghaghara Confluence to Gomti confluence,"" ""Kali Sindh and others up to Confluence with Parbati,"" ""Indravati,"" ""Barak"").

### Time and Geographical Granularity

- **Time Granularity:** The data is reported on a **yearly** basis, allowing for temporal analysis and trend identification.
- **Geographical Granularity:** The dataset covers the **national** scope of India, with detailed breakdowns by major river basins and their sub-basins, but does not specify state or district-level data.

### Sample Queries

1. **What is the total number of dams in the Ganga river basin and its sub-basins for 2019?**
2. **What is the size range of watersheds in the Godavari basin’s Manjra sub-basin for the latest available year?**

This table thus serves as a vital resource for understanding the distribution, scale, and infrastructure of India’s river watersheds, supporting water management and policy decisions at the national level.",426
annual_mean_temperature,10,5,"The `annual_mean_temperature` table provides a comprehensive record of mean temperature statistics at the national level, with a primary focus on annual and seasonal temperature trends. The table is designed to support climate analysis, environmental monitoring, and policy-making by offering structured, time-series data on temperature variations across different periods within each year. Its primary purpose is to enable users to track changes in mean temperatures over time, assess seasonal fluctuations, and compare annual averages, thereby facilitating research into climate change, weather pattern analysis, and long-term environmental planning.

The core entities in this table include:

- **Year**: Each record is associated with a specific calendar year (e.g., 2023, 2024), allowing for longitudinal analysis of temperature trends.
- **Indicator**: The main indicator captured is 'Annual and Seasonal Mean Temperature', which represents the average temperature measured over specified periods. This indicator may also be referred to as ""mean annual temperature,"" ""average seasonal temperature,"" or ""national mean temperature.""
- **Unit**: All temperature values are recorded in degrees Celsius (°C), ensuring consistency and comparability across records.
- **Period**: The table provides detailed breakdowns by both annual and seasonal periods. The 'Annual' period represents the mean temperature for the entire year, while seasonal subcategories include:
  - **Jan-Feb**: Mean temperature for January and February (often representing winter months).
  - **Mar-May**: Mean temperature for March to May (typically spring or pre-monsoon).
  - **June-Sept**: Mean temperature for June to September (commonly the monsoon or summer season).
  - **Oct-Dec**: Mean temperature for October to December (generally autumn or post-monsoon).
These periods allow for granular analysis of temperature changes within specific parts of the year, supporting studies on seasonal climate variability.

The table’s **time granularity** is yearly, with each record corresponding to a specific year and, within that year, to a particular period (annual or seasonal). This enables both year-over-year and season-over-season comparisons.

The **geographical granularity** is national, meaning all temperature values represent averages calculated at the country level, rather than for specific states, cities, or districts. This makes the data suitable for national climate assessments and international comparisons.

**Sample queries this table can answer:**
1. *What was the national mean temperature for each season in 2023?*
2. *How has the annual mean temperature changed over the past decade at the national level?*

In summary, the `annual_mean_temperature` table is a vital resource for understanding national temperature trends, offering detailed annual and seasonal breakdowns to support climate research and policy development.",398
fish_production_yearly,74,5,"The `fish_production_yearly` table provides comprehensive annual data on fish production across the various states and union territories of India. Its primary purpose is to track and report the total quantity of fish produced in each region for a given financial year, supporting analysis of trends, regional performance, and sectoral growth within India’s fisheries industry. This dataset is valuable for policymakers, researchers, industry stakeholders, and government agencies involved in fisheries management, resource allocation, and economic planning.

**Entities and Data Structure:**  
The table records the following key entities:

- **Year:** The financial year for which fish production data is reported, such as '2022-23' and '2023-24'. This allows for year-over-year comparisons and trend analysis.
- **Indicator:** The type of measurement, which in this dataset is consistently 'Fish Production'. This term may also be referred to as ""total fish output"" or ""annual fish yield.""
- **Unit:** The measurement unit for fish production, recorded as ""'000 tonnes"" (thousand metric tonnes), standardizing the data for aggregation and comparison.
- **State:** The geographical entity representing the state or union territory within India. The dataset covers a wide range of regions, including major fish-producing states like Andhra Pradesh, West Bengal, Kerala, Gujarat, and Maharashtra, as well as smaller or less prominent regions such as Sikkim, Chandigarh, Lakshadweep, and Daman and Diu. Union territories like Puducherry and Andaman and Nicobar Islands are also included, reflecting the diversity of India’s administrative divisions.
- **Value:** The numeric value indicating the total fish production for the specified year and state, enabling quantitative analysis.

**Variety and Diversity of Entities:**  
The table encompasses all Indian states and union territories, capturing the diversity of India’s fisheries sector. Examples include high-production states like Andhra Pradesh (over 5,000 '000 tonnes), West Bengal (over 2,000 '000 tonnes), and Kerala (over 900 '000 tonnes), as well as smaller contributors such as Mizoram, Nagaland, Sikkim, and Chandigarh, where annual production may be less than 10 '000 tonnes. This breadth allows for both macro-level (national, regional) and micro-level (state, territory) analysis.

**Time and Geographical Granularity:**  
- **Time granularity:** Yearly, with each record corresponding to a specific financial year.
- **Geographical granularity:** State and union territory level, enabling detailed regional analysis.

**Sample Queries:**
1. *Which states had the highest fish production in 2022-23?*  
   This query helps identify leading fish-producing regions for a given year.
2. *How has fish production in Kerala changed over the last five years?*  
   This query supports trend analysis for a specific state across multiple years.

Overall, the `fish_production_yearly` table is a vital resource for understanding the spatial and temporal dynamics of fish production across India.",427
